blue_gold,blue_cs,blue_jg,blue_xp,red_gold,red_cs,red_jg,red_xp,blue_wards_placed,blue_wards_destroyed,blue_air_dragons,blue_fire_dragons,blue_earth_dragons,blue_water_dragons,blue_turrets_destroyed,blue_rift_heralds,blue_inhibitors_destroyed,blue_kills,blue_assists,blue_deaths,red_wards_placed,red_wards_destroyed,red_air_dragons,red_fire_dragons,red_earth_dragons,red_water_dragons,red_turrets_destroyed,red_rift_heralds,red_inhibitors_destroyed,red_kills,red_assists,red_deaths,unix_date,winner,match_id
24994,354,60,29103,24510,312,82,28039,21,9,0,0,1,0,0,0,0,12,11,8,24,2,0,1,0,0,0,1,0,8,12,12,1611575389526,blue,NA1_3759179660
22183,295,53,26864,27082,319,88,31073,28,7,0,0,0,0,0,1,0,8,8,12,31,11,0,1,1,0,0,0,0,12,16,8,1612062477520,red,NA1_3767081012
27612,370,111,31451,24188,337,74,28372,26,6,0,0,0,0,0,1,0,13,14,9,30,4,0,1,1,0,0,0,0,9,10,13,1612231506903,blue,NA1_3769890540
24055,363,86,28452,29920,354,84,34186,27,9,0,0,0,0,0,0,0,7,4,20,28,10,0,0,1,1,0,0,0,20,19,7,1612059978255,red,NA1_3766997207
25731,328,81,27851,26731,322,66,28002,24,8,0,0,0,0,0,0,0,12,12,14,21,11,0,0,1,1,0,1,0,14,19,12,1611303271529,red,NA1_3754173574
25191,339,68,29374,26461,362,106,31586,18,8,0,0,1,0,1,1,0,6,9,8,25,4,0,1,0,0,1,0,0,8,8,6,1612144065524,blue,NA1_3768630455
28261,381,104,30188,23746,325,89,28294,23,7,1,0,0,0,1,1,0,10,12,9,27,4,0,0,0,1,0,0,0,9,8,10,1612291916291,blue,NA1_3770904195
21390,312,90,25156,31299,347,73,30494,31,7,0,0,0,0,0,0,0,4,2,17,31,7,1,0,1,0,4,0,0,17,28,4,1612228837111,red,NA1_3769805678
25351,373,98,30966,23610,364,69,27419,21,6,0,0,1,1,0,0,0,9,8,8,24,5,0,0,0,0,0,0,0,8,7,9,1611978372629,blue,NA1_3765506982
24531,350,93,30160,26001,352,82,28977,24,8,0,0,0,1,0,0,0,8,10,8,31,9,0,1,0,0,1,1,0,8,14,8,1611620679145,blue,NA1_3759693794
