blue_gold,blue_cs,blue_jg,blue_xp,red_gold,red_cs,red_jg,red_xp,blue_wards_placed,blue_wards_destroyed,blue_air_dragons,blue_fire_dragons,blue_earth_dragons,blue_water_dragons,blue_turrets_destroyed,blue_rift_heralds,blue_inhibitors_destroyed,blue_kills,blue_assists,blue_deaths,red_wards_placed,red_wards_destroyed,red_air_dragons,red_fire_dragons,red_earth_dragons,red_water_dragons,red_turrets_destroyed,red_rift_heralds,red_inhibitors_destroyed,red_kills,red_assists,red_deaths,unix_date,winner,match_id
29005,305,104,30269,25143,282,70,27788,22,6,0,0,1,0,1,0,0,15,21,12,22,3,0,1,0,0,1,1,0,12,14,15,1617532839379,blue,NA1_3853404776
28664,315,121,29850,21052,285,67,25258,30,8,1,0,0,0,1,1,0,16,16,5,23,7,0,0,0,1,0,0,0,5,6,16,1617869076063,blue,NA1_3858350073
26320,342,88,29494,27140,290,63,28887,22,7,0,0,1,0,0,0,0,11,9,15,21,3,1,0,0,0,1,1,0,15,20,11,1617660844191,blue,NA1_3855155010
30550,274,76,30085,24711,271,72,26038,30,4,1,0,1,0,1,1,0,21,29,9,23,2,0,0,0,0,0,0,0,9,12,21,1617592454883,blue,NA1_3854192091
23129,337,70,26940,31478,383,109,31520,27,5,0,0,0,0,0,0,0,5,7,16,27,8,0,1,1,0,2,1,0,16,21,5,1617680681691,red,NA1_3855557842
25372,289,61,28695,27584,303,86,28894,18,4,0,0,0,0,1,1,0,13,9,15,23,5,1,0,0,0,1,0,0,15,15,13,1617595462980,red,NA1_3854218886
30257,324,91,30482,23823,323,92,27947,24,11,0,1,0,0,1,1,0,19,26,7,27,4,0,0,1,0,0,0,0,7,15,19,1617357994311,blue,NA1_3850654599
32564,367,96,31532,27855,306,72,27746,24,6,0,1,0,0,3,0,0,19,24,15,24,6,0,0,1,0,1,1,0,15,19,19,1617791017293,blue,NA1_3857222530
25531,290,60,27182,30093,326,110,30463,21,8,0,0,0,0,0,0,0,11,11,20,27,4,0,1,0,0,1,1,0,20,19,11,1617885622890,red,NA1_3858436162
24352,356,72,28252,24808,313,116,29603,25,9,1,0,0,0,0,0,0,7,7,7,30,3,0,0,0,0,0,1,0,7,6,7,1617665343203,red,NA1_3855204524
